Word TrueLabel
fault O
itself O
. O

Mineralisation O
along O
the O
Pinjin B-LOCATION
King I-LOCATION
Shear I-LOCATION
is O
also O
associated O
with O
ultramafic B-ROCK
schist I-ROCK
- O
hosted O
quartz B-MINERAL
veining O
but O
the O
veining O
tends O
to O
be O
more O
stockwork O
like O
in O
style O
and O
relatively O
sulphide B-MINERAL
- O
rich O
. O

At O
Pinjin B-LOCATION
King I-LOCATION
Shear I-LOCATION
itself O
mineralisation O
occurs O
in O
a O
series O
of O
lenticular O
pods O
boudins O
of O
chlorite B-MINERAL
- O
sericite O
carbonate B-ROCK
schist I-ROCK
with O
anastomosing O
quartz B-MINERAL
- O
sulphide B-MINERAL
veins O
. O

Mineralisation O
along O
the O
Anglo O
Saxon O
Shear O
is O
characterised O
by O
foliation O
parallel O
quartz B-MINERAL
- O
veining O
in O
felsic O
- O
intermediate O
schists B-ROCK
, O
often O
in O
close O
proximity O
to O
BIF B-ROCK
/ O
silicified O
shale B-ROCK
horizons O
. O

Sulphide B-MINERAL
contents O
tend O
to O
be O
low O
and O
, O
at O
least O
at O
Anglo O
Saxon O
, O
restricted O
to O
pyrite B-MINERAL
no O
As O
, O
Cu O
, O
Zn O
anomalism O
. O

Overprinting O
of O
the O
foliation O
- O
parallel O
quartz B-MINERAL
veining O
by O
later O
, O
D3 O
flat O
veins O
may O
indicate O
local O
re O
mobilisation O
of O
Au O
and O
silica O
. O

Observations O
within O
the O
Anglo B-LOCATION
Saxon I-LOCATION
pit I-LOCATION
suggests O
that O
foliation O
parallel O
quartz B-ROCK
veins I-ROCK
are O
also O
discontinuous O
and O
poddy O
, O
suggesting O
that O
the O
have O
been O
affected O
by O
boudinage O
. O

The O
Pinjin O
district O
lies O
on O
the O
extreme O
eastern O
edge O
of O
the O
central O
Eastern B-LOCATION
Goldfields I-LOCATION
Province I-LOCATION
of O
the O
Yilgarn B-LOCATION
Craton I-LOCATION
. O

The O
Archaean B-TIMESCALE
sequences O
in O
this O
area O
consist O
of O
lower O
greenschist B-ROCK
to O
mid O
upper O
amphibolite B-ROCK
facies O
supracrustal O
sequences O
adjacent O
to O
regional O
granitoid B-ROCK
and O
migmatitic B-ROCK
gneisses I-ROCK
to O
the O
east O
Figure O
3 O
. O

The O
supracrustals O
are O
intruded O
by O
a O
series O
of O
elongate O
pre O
- O
regional O
folding O
granitoids B-ROCK
close O
to O
the O
eastern O
margin O
. O

To O
the O
west O
a O
large O
ovoid O
post O
- O
regional O
folding O
granitoid B-ROCK
is O
intruded O
. O

Between O
these O
granitoids B-ROCK
lies O
a O
major O
regional O
discontinuity O
- O
the O
Pinjin O
Fault O
or O
Shear O
. O

The O
Edjudina O
Terrane O
is O
characterised O
by O
prominent O
, O
continuous O
BIFs B-ROCK
with O
felsic B-ROCK
intermediate I-ROCK
volcanics I-ROCK
and O
derived O
volcaniclastic B-ROCK
meta I-ROCK
sediments I-ROCK
. O

Close O
to O
the O
Pinjin O
Fault O
mafic O
- O
ultramafic B-ROCK
volcanics I-ROCK
and O
associated O
intrusives O
become O
more O
prominent O
. O

The O
Pinjin B-LOCATION
Fault I-LOCATION
itself O
is O
marked O
by O
a O
prominent O
quartz B-ROCK
vein I-ROCK
flanked O
by O
chlorite B-MINERAL
- O
carbonate B-MINERAL
tremolite B-MINERAL
talc B-MINERAL
ultramafic B-ROCK
schists I-ROCK
. O

Immediately O
east O
of O
these O
ultramafics O
lies O
a O
semi O
continuous O
gabbroic B-ROCK
rocks I-ROCK
100 O
m O
thick O
which O
extends O
at O
least O
the O
length O
of O
the O
Pinjin B-LOCATION
. O

Within O
the O
Trouser O
Legs O
tenements O
two O
structures O
have O
been O
defined O
by O
1 O
: O
5000 O
geological O
mapping O
- O
the O
Pinjin B-LOCATION
King I-LOCATION
Shear I-LOCATION
and O
the O
Anglo B-LOCATION
Saxon I-LOCATION
Shear I-LOCATION
. O

The O
Pinjin B-LOCATION
King I-LOCATION
Shear I-LOCATION
is O
similar O
to O
the O
Pinjin O
Fault O
in O
being O
restricted O
to O
an O
ultramafic O
chlorite B-MINERAL
- O
carbonate B-MINERAL
talc B-MINERAL
tremolite B-MINERAL
schist B-ROCK
unit O
, O
but O
with O
generally O
less O
abundant O
quartz B-MINERAL
veining O
. O

Micaceous O
sulphide B-MINERAL
- O
rich O
schists B-ROCK
also O
occur O
. O

The O
Anglo O
Saxon O
Shear O
is O
developed O
within O
chlorite O
- O
mica B-MINERAL
- O
carbonate B-MINERAL
actinolite I-MINERAL
quartzofeldspathic I-MINERAL
schists B-ROCK
containing O
thin O
BIF B-ROCK
/ O
shale B-ROCK
horizons O
and O
minor O
ultramafic B-ROCK
schists I-ROCK
. O

The O
quartzo O
- O
feldspathic B-MINERAL
schists B-ROCK
dominate O
the O
western O
part O
of O
the O
Pinjin O
Terrane O
- O
they O
are O
believed O
to O
be O
derived O
from O
felsic O
to O
intermediate O
volcaniclastic O
and O
epiclastic O
sediments B-ROCK
with O
minor O
felsic B-ROCK
volcanics I-ROCK
. O

Further O
east O
mafic O
amphibolites B-ROCK
become O
more O
abundant O
, O
with O
numerous O
BIF B-ROCK
units O
. O

These O
and O
ultramafic B-ROCK
schists I-ROCK
wrap O
around O
a O
series O
of O
boudin O
forming O
pre O
- O
regional O
folding O
granitoids B-ROCK
. O

Proterozoic B-TIMESCALE
dykes O
, O
trending O
generally O
east O
- O
west O
, O
transect O
the O
Archaean B-TIMESCALE
sequence O
. O

This O
is O
probably O
due O
to O
the O
limited O
extent O
of O
the O
main O
Pinjin O
structural O
trend O
available O
within O
the O
tenement O
and O
the O
continuations O
of O
the O
structural O
trend O
being O
held O
to O
the O
north O
in O
M31 O
/ O
79 O
Gel O
Hawthorn O
TrouserLegs O
JV O
and O
to O
the O
south O
in O
E31 O
/ O
754 O
previously O
E31 O
/ O
157 O
Gel O
Mark O
Creasy O
. O

Varoius O
methods O
of O
soil O
geochemistry O
had O
been O
utilised O
in O
the O
Pinjin B-LOCATION
area O
as O
follows O
: O
BHP O
BLEG O
soils O
demonstrated O
to O
be O
effective O
in O
finding O
the O
Tommahawk O
gold B-MINERAL
prospect O
located O
to O
the O
east O
within O
E31 O
/ O
754 O
. O

MagLag O
magnetic O
lag O
sample O
Gel O
located O
a O
previously O
undiscovered O
gold B-MINERAL
prospect O
, O
Kirgella O
Gift O
under O
transported O
sand B-ROCK
cover O
to O
the O
south O
of O
P31 O
/ O
1983 O
. O

MagLag O
aka O
Ferruginous B-ROCK
gravels I-ROCK
are O
generally O
quick O
to O
collect O
and O
the O
sample O
has O
the O
advantage O
of O
the O
iron O
acting O
as O
a O
pre O
concentrator O
of O
chalcophile O
elements O
. O

Theprospecting O
license O
, O
located O
about O
175kms O
NE O
of O
Kalgoorlie B-LOCATION
is O
prospective O
for O
gold B-MINERAL
mineralisation O
within O
Archean B-TIMESCALE
basement O
rocks O
. O

Subsequent O
to O
the O
appointment O
of O
Administrators O
, O
the O
Sons O
of O
Gwalia O
Ltd O
South B-LOCATION
Laverton I-LOCATION
tenements O
were O
acquired O
by O
St O
Barbara O
Limited O
on O
28 O
March O
2005 O
. O

The O
Carosue B-LOCATION
Dam I-LOCATION
Project O
area O
is O
located O
approximately O
110kms O
northeast O
of O
Kalgoorlie B-LOCATION
in O
the O
Pinjin B-LOCATION
area O
of O
the O
North B-LOCATION
Eastern I-LOCATION
Goldfields I-LOCATION
. O

The O
tenements O
lie O
within O
the O
Kurnalpi B-LOCATION
District I-LOCATION
of O
the O
North B-LOCATION
East I-LOCATION
Coolgardie I-LOCATION
Mineral I-LOCATION
Field I-LOCATION
and O
the O
Yerilla B-LOCATION
District I-LOCATION
of O
the O
North O
Coolgardie O
Mineral O
Field O
, O
and O
are O
situated O
within O
both O
the O
Gindalbie B-LOCATION
and O
Pinjin B-LOCATION
Pastoral I-LOCATION
Leases O
. O

The O
Carosue B-LOCATION
Dam I-LOCATION
Project O
area O
includes O
the O
Whirling B-LOCATION
Dervish I-LOCATION
, O
Karari B-LOCATION
and O
Luvironza B-LOCATION
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
. O

The O
Karari B-LOCATION
and O
Luvironza B-LOCATION
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
were O
previously O
mined O
by O
Sons O
of O
Gwalia O
Ltd O
. O

Definitive O
Feasibility O
Study O
, O
resource O
evaluation O
and O
pit O
optimisation O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
, O
water O
management O
studies O
, O
Stage O
5 O
design O
for O
the O
Carosue B-LOCATION
Dam I-LOCATION
Tailings O
Storage O
Facility O
. O

Metallurgical O
investigations O
and O
geotechnical O
evaluation O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
. O

A O
single O
hole O
was O
drilled O
at O
the O
Karari B-LOCATION
deposit O
. O

No O
geophysical O
activities O
were O
carried O
out O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
Project O
area O
during O
the O
current O
reporting O
period O
1 O
July O
2008 O
to O
30 O
June O
2009 O
. O

The O
Carosue B-LOCATION
Dam I-LOCATION
project O
area O
hosts O
a O
two O
cell O
paddock O
style O
Tailings O
Storage O
Facility O
TSF O
initially O
commissioned O
in O
November O
2000 O
. O

5L O
/ O
sec O
, O
on O
the O
contact O
between O
the O
weathered O
upper O
zone O
and O
the O
underlying O
sandstone B-ROCK
formation O
. O

The O
second O
water O
strike O
occurred O
at O
98 O
metres O
on O
the O
schist B-ROCK
/ O
sandstone B-ROCK
contact O
, O
associated O
with O
secondary O
fracturing O
. O

Geotechnical O
investigations O
into O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
were O
completed O
in O
July O
2008 O
by O
Peter O
OBryan O
Associates O
2008 O
. O

Peter O
OBryan O
Associates O
2008 O
recommended O
overall O
pit O
wall O
slope O
angles O
, O
along O
with O
a O
preferred O
batter O
berm O
configuration O
for O
any O
proposed O
pit O
design O
at O
Whirling B-LOCATION
Dervish I-LOCATION
. O

No O
remote O
sensing O
activities O
were O
carried O
out O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
Project O
area O
during O
the O
current O
reporting O
period O
1 O
July O
2008 O
to O
30 O
June O
2009 O
. O

The O
drilling O
and O
open O
hole O
percussion O
drilling O
were O
carried O
out O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
project O
area O
during O
the O
current O
reporting O
period O
1 O
July O
2008 O
to O
30 O
June O
2009 O
. O

Resource O
modelling O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
was O
carried O
out O
during O
the O
current O
reporting O
period O
1 O
July O
2008 O
to O
30 O
June O
2009 O
. O

A O
pit O
optimisation O
study O
was O
carried O
out O
by O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
personnel O
on O
the O
May O
2009 O
Whirling B-LOCATION
Dervish I-LOCATION
Resource O
Model O
Burton O
, O
2009 O
. O

Previous O
resource O
models O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
, O
prior O
to O
acquisition O
of O
the O
Carosue B-LOCATION
Dam I-LOCATION
project O
by O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
. O

A O
total O
of O
16 O
domains O
were O
identified O
, O
with O
two O
principal O
domains O
being O
recognised O
on O
the O
basis O
of O
the O
intensity O
of O
the O
hematite B-MINERAL
silica O
alteration O
and O
assays O
greater O
than O
0 O
. O

The O
remainder O
of O
the O
domains O
were O
separated O
on O
the O
basis O
of O
lithological O
composition O
, O
with O
epiclastic O
sandstone B-ROCK
, O
tuff B-ROCK
and O
porphyry B-ROCK
constituting O
the O
principal O
rock O
types O
. O

Following O
a O
review O
of O
the O
Karari B-LOCATION
resource O
by O
Wesson O
2002 O
, O
which O
showed O
that O
variogram O
modelling O
is O
critical O
to O
the O
estimate O
of O
economic O
resources O
in O
this O
style O
of O
deposit O
, O
Bradley O
Jankowski O
2003 O
recommended O
that O
the O
Whirling B-LOCATION
Dervish I-LOCATION
resource O
model O
be O
re O
- O
estimated O
using O
more O
appropriate O
search O
parameters O
to O
test O
the O
sensitivity O
of O
the O
optimisation O
to O
the O
changes O
in O
the O
grade O
- O
tonnage O
curve O
. O

A O
re O
- O
assessment O
of O
the O
mineral O
resource O
at O
Whirling B-LOCATION
Dervish I-LOCATION
was O
carried O
out O
in O
February O
2006 O
by O
Kitto O
2006 O
for O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
as O
part O
of O
the O
Companys O
Pre O
- O
Feasibility O
Study O
. O

A O
detailed O
geological O
assessment O
of O
the O
hanging O
wall O
mineralisation O
resulted O
in O
a O
revised O
geological O
model O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit B-ORE_DEPOSIT
. O

The O
tenor O
and O
continuity O
of O
gold B-MINERAL
in O
the O
supergene O
zone O
is O
relatively O
low O
. O

RC O
drilling O
carried O
out O
in O
August O
2007 O
was O
designed O
to O
test O
the O
revised O
geological O
model O
, O
determine O
the O
continuity O
of O
the O
supergene O
mineralisation O
and O
to O
ensure O
that O
the O
model O
was O
sufficiently O
robust O
to O
place O
the O
hanging O
wall O
lodes B-ORE_DEPOSIT
in O
the O
Indicated O
Resource O
category O
JORC O
, O
2004 O
. O

A O
re O
- O
evaluation O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
ore B-ORE_DEPOSIT
resource O
, O
incorporating O
the O
August O
2007 O
RC O
drilling O
resulted O
in O
a O
re O
- O
interpretation O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
mineralised O
domains O
and O
a O
revised O
resource O
estimate O
for O
the O
deposit O
. O

In O
May O
2009 O
, O
Widenbar O
Associates O
2009 O
undertook O
a O
re O
- O
evaluation O
and O
review O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
Mineral O
Resource O
. O

A O
review O
of O
the O
existing O
Whirling B-LOCATION
Dervish I-LOCATION
pit O
design O
was O
recommended O
with O
a O
view O
to O
maximising O
cash O
flow O
from O
the O
deposit O
. O

It O
was O
suggested O
that O
it O
would O
be O
advantageous O
to O
look O
at O
multiple O
staging O
options O
due O
to O
the O
plus O
40 O
metre O
deep O
barren O
overburden O
overlying O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
Burton O
, O
2009 O
. O

A O
re O
- O
evaluation O
of O
the O
Luvironza B-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
is O
currently O
underway O
to O
ensure O
that O
use O
of O
the O
Luvironza B-LOCATION
pit I-LOCATION
as O
a O
Tailings O
Storage O
Facility O
is O
unlikely O
to O
sterilise O
gold B-MINERAL
mineralisation O
from O
future O
use O
. O

The O
origin O
and O
setting O
of O
the O
Karari B-LOCATION
deposit O
was O
investigated O
by O
Michael O
2001 O
. O

A O
geological O
evaluation O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
was O
carried O
out O
by O
Kitto O
2006 O
, O
as O
a O
precursor O
to O
re O
- O
assessment O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
ore O
resource O
carried O
out O
for O
the O
Carosue B-LOCATION
Dam I-LOCATION
Operations O
Pre O
- O
Feasibility O
Study O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
, O
2006 O
. O

The O
Karari B-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
is O
hosted O
within O
a O
north O
north O
west O
striking O
, O
steeply O
east O
dipping O
felsic B-ROCK
volcaniclastic I-ROCK
sandstone I-ROCK
and O
felsic B-ROCK
intrusive I-ROCK
porphyry I-ROCK
bodies O
in O
a O
succession O
that O
was O
emplaced O
in O
the O
Late O
Archaean B-TIMESCALE
in O
a O
deep O
subaqueous O
setting O
Michael O
, O
2001 O
. O

Witt O
2004 O
divided O
the O
Karari B-LOCATION
deposit O
into O
three O
principal O
geological O
domains O
consisting O
of O
the O
Eastern O
Intrusive O
Complex O
, O
the O
Central O
Domain O
and O
the O
Western O
Sedimentary O
Succession O
. O

The O
Eastern O
Intrusive O
Complex O
occurs O
east O
of O
the O
Hanging O
Wall O
Fault O
and O
is O
comprised O
of O
a O
range O
of O
igneous B-ROCK
rock I-ROCK
types O
, O
including O
lamprophyre B-ROCK
, O
syenite B-ROCK
porphyry I-ROCK
, O
monzonite B-ROCK
porphyry B-ROCK
and O
porphyritic O
monzonite B-ROCK
. O

The O
domain O
comprises O
massive O
to O
weakly O
bedded O
volcaniclastic B-ROCK
sandstone I-ROCK
with O
minor O
thin O
intrusions O
of O
lamprophyre B-ROCK
and O
monzonite B-ROCK
porphyry B-ROCK
Witt O
, O
2004 O
. O

The O
sedimentary O
rocks O
are O
dominated O
by O
angular O
to O
rounded O
, O
intermediate O
to O
felsic O
lithic O
fragments O
with O
lesser O
quartz B-MINERAL
and O
feldspar B-MINERAL
mineral O
clasts O
and O
generally O
less O
than O
10 O
phyllosilicates O
biotite B-MINERAL
, O
muscovite B-MINERAL
or O
chlorite B-MINERAL
, O
depending O
on O
the O
alteration O
facies O
. O

To O
the O
west O
of O
the O
Footwall O
Fault O
lies O
the O
Western O
Sedimentary O
Sequence O
, O
a O
thick O
sequence O
of O
interbedded O
chloritic B-ROCK
shale I-ROCK
, O
siltstone B-ROCK
and O
sandstone B-ROCK
. O

Muscovite B-MINERAL
and O
chlorite B-MINERAL
define O
a O
foliation O
that O
wraps O
individual O
clastic O
grains O
. O

The O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
exhibits O
similarities O
with O
the O
Karari B-LOCATION
deposit O
but O
is O
covered O
with O
approximately O
20 O
metres O
of O
transported O
overburden O
and O
a O
deep O
weathering O
profile O
. O

The O
deposit O
is O
interpreted O
to O
be O
an O
alongstrike O
extension O
of O
the O
Karari B-LOCATION
deposit O
, O
offset O
by O
dextral O
movement O
on O
the O
Osman O
Fault O
Bradley O
Janowski O
, O
2003 O
. O

Alteration O
characteristics O
are O
different O
across O
the O
Cross O
Cutting O
Fault O
, O
a O
major O
north O
west O
trending O
fault O
zone O
that O
offsets O
the O
Luvironza B-LOCATION
ore O
body O
Gerteisen O
, O
2001 O
. O

Hematite B-MINERAL
, O
pyrite B-MINERAL
, O
quartz B-MINERAL
and O
biotite B-MINERAL
are O
pervasive O
throughout O
the O
mineralised O
zones O
Gerteisen O
, O
2001 O
. O

Key O
structural O
elements O
controlling O
the O
mineralisation O
in O
the O
Luvironza B-LOCATION
deposit O
were O
described O
by O
Gerteisen O
2001 O
. O

Karari B-LOCATION
south O
and O
north O
exposures O
are O
nearing O
final O
completion O
status O
with O
good O
plant O
numbers O
and O
plant O
diversity O
. O

Use O
of O
saline O
topsoil O
on O
parts O
of O
the O
Luvironza B-LOCATION
waste O
rock O
landform O
has O
affected O
the O
rehabilitation O
response O
and O
erosion O
on O
the O
eastern O
batters O
of O
Luvironza B-LOCATION
has O
significantly O
increased O
since O
2007 O
Holm O
, O
2009 O
. O

All O
water O
used O
for O
care O
and O
maintenance O
at O
the O
Carosue B-LOCATION
Dam I-LOCATION
accommodation O
village O
was O
trucked O
from O
Kalgoorlie B-LOCATION
. O

A O
single O
hole O
KRDD014 O
was O
drilled O
at O
the O
Karari B-LOCATION
deposit O
. O

The O
hole O
encountered O
metamorphosed O
sandstone B-ROCK
from O
surface O
to O
approximately O
72 O
. O

The O
sandstone B-ROCK
is O
metamorphosed O
to O
chlorite B-ROCK
schist I-ROCK
in O
some O
sections O
. O

Intermediate O
and O
felsic B-ROCK
porphyries I-ROCK
have O
intruded O
the O
sandstone B-ROCK
from O
72 O
. O

The O
intrusive O
body O
contains O
slivers O
of O
the O
sandstone B-ROCK
in O
some O
intervals O
. O

Comparatively O
fresh O
sections O
of O
sandstone B-ROCK
were O
encountered O
from O
140 O
. O

The O
sandstone B-ROCK
generally O
appears O
massive O
and O
consists O
of O
medium O
- O
grained O
angular O
to O
sub O
- O
angular O
grains O
of O
feldspar B-MINERAL
, O
biotite B-MINERAL
and O
quartz B-MINERAL
. O

A O
thin O
bed O
of O
siltstone B-ROCK
was O
observed O
near O
the O
bottom O
of O
the O
hole O
. O

Quartz B-ROCK
veins I-ROCK
can O
be O
found O
in O
all O
lithologies O
. O

Pyrite B-MINERAL
occurs O
clustered O
in O
quartz B-ROCK
veins I-ROCK
or O
disseminated O
in O
the O
rock O
units O
. O

A O
weak O
to O
moderate O
magnetic O
response O
was O
recorded O
throughout O
the O
hole O
, O
particularly O
in O
the O
biotite B-MINERAL
bands O
, O
indicating O
substantial O
amounts O
of O
magnetite B-MINERAL
. O

Work O
on O
the O
Definitive O
Feasibility O
Study O
during O
the O
current O
reporting O
period O
has O
included O
resource O
evaluation O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
, O
metallurgical O
assessment O
of O
the O
Carosue B-LOCATION
Dam I-LOCATION
CIL O
gold B-MINERAL
processing O
facility O
, O
metallurgical O
evaluation O
of O
gold B-MINERAL
recoveries O
, O
design O
parameters O
for O
Stage O
5 O
. O

Resource O
evaluations O
and O
a O
pit O
optimisation O
study O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
have O
been O
carried O
out O
and O
are O
reported O
in O
Section O
12 O
. O

A O
mining O
proposal O
was O
submitted O
to O
the O
Department O
of O
Mines O
and O
Petroleum O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
, O
2009b O
and O
the O
appropriate O
approvals O
are O
in O
place O
for O
the O
commencement O
of O
mining O
at O
Whirling B-LOCATION
Dervish I-LOCATION
. O

The O
Mining O
Proposal O
was O
completed O
in O
February O
2009 O
and O
covers O
development O
of O
Whirling B-LOCATION
Dervish I-LOCATION
ore B-ORE_DEPOSIT
body O
, O
mine O
waste O
disposal O
and O
water O
management O
. O

Approval O
of O
the O
Mining O
Proposal O
to O
commence O
operations O
at O
Whirling B-LOCATION
Dervish I-LOCATION
, O
Luvironza B-LOCATION
, O
Karari B-LOCATION
processing O
plant O
and O
tailings O
storage O
facility O
has O
been O
obtained O
Registration O
identification O
21338 O
and O
a O
clearing O
permit O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
deposit O
has O
been O
issued O
Permit O
Number O
2871 O
/ O
1 O
. O

Sampling O
and O
measurement O
of O
stockpiles O
of O
remnant O
ore O
and O
low O
grade O
ore O
dumps O
was O
carried O
out O
to O
determine O
the O
extent O
and O
average O
grade O
of O
the O
stockpiles O
, O
with O
a O
view O
to O
providing O
a O
source O
of O
mill O
feed O
for O
the O
Carosue B-LOCATION
Dam I-LOCATION
gold B-MINERAL
treatment O
facility O
. O

Material O
from O
the O
following O
areas O
has O
been O
identified O
and O
sampled O
as O
possible O
mill O
feed O
: O
1 O
ROM O
Pad O
at O
Carosue B-LOCATION
Dam I-LOCATION
Remnant O
ore O
from O
Luvironza B-LOCATION
and O
Safari O
bore O
pits O
and O
pushed O
up O
ore O
pile O
in O
centre O
of O
the O
ROM O
pad O
. O

Banovich O
2008 O
estimated O
maintenance O
costs O
for O
the O
Carosue B-LOCATION
Dam I-LOCATION
gold B-MINERAL
processing O
facility O
Appendix O
16 O
. O

Metallurgical O
testwork O
has O
been O
carried O
on O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
and O
the O
resultant O
mill O
recoveries O
have O
been O
incorporated O
into O
the O
appropriate O
pit O
optimizations O
Burton O
, O
2009 O
. O

Transitional O
and O
fresh O
ore O
from O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
will O
be O
processed O
at O
the O
Carosue B-LOCATION
Dam I-LOCATION
gold B-MINERAL
processing O
facility O
Saracen O
Gold B-MINERAL
Mines O
Pty O
Ltd O
. O

Auger O
drilling O
was O
carried O
out O
on O
the O
Carosue B-LOCATION
Dam I-LOCATION
Project O
area O
during O
the O
current O
reporting O
period O
. O

The O
report O
recommended O
drilling O
of O
three O
additional O
water O
bores O
to O
meet O
the O
dewatering O
requirements O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
. O

SECTION O
14 O
Options O
for O
dewatering O
and O
the O
transference O
of O
water O
around O
the O
site O
at O
the O
Companys O
Carosue B-LOCATION
Dam I-LOCATION
Operations O
were O
assessed O
by O
Aquaterra O
2008c O
. O

An O
exploration O
and O
dewatering O
drilling O
program O
was O
undertaken O
at O
Whirling B-LOCATION
Dervish I-LOCATION
during O
the O
anniversary O
year O
. O

The O
drilling O
was O
designed O
to O
provide O
bores O
for O
dewatering O
of O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
during O
mining O
operations O
and O
geological O
information O
from O
sampling O
. O

The O
Carosue B-LOCATION
Dam I-LOCATION
Combined O
Reporting O
Project O
GSWA O
Reference O
Number O
C064 O
/ O
2001 O
is O
located O
approximately O
110 O
kilometres O
northeast O
of O
Kalgoorlie B-LOCATION
in O
the O
Pinjin B-LOCATION
area O
of O
the O
North B-LOCATION
Eastern I-LOCATION
Goldfields I-LOCATION
of O
Western B-LOCATION
Australia I-LOCATION
. O

The O
project O
area O
hosts O
the O
Whirling B-LOCATION
Dervish I-LOCATION
, O
Karari B-LOCATION
and O
Luvironza B-LOCATION
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
. O

The O
Karari B-LOCATION
and O
Luvironza B-LOCATION
gold B-ORE_DEPOSIT
deposits I-ORE_DEPOSIT
were O
previously O
mined O
by O
Sons O
of O
Gwalia O
Ltd O
. O

The O
project O
area O
lies O
within O
the O
Kurnalpi B-LOCATION
District I-LOCATION
of O
the O
North B-LOCATION
East I-LOCATION
Coolgardie I-LOCATION
Mineral I-LOCATION
Field I-LOCATION
and O
the O
Yerilla B-LOCATION
District I-LOCATION
of O
the O
North B-LOCATION
Coolgardie I-LOCATION
Mineral I-LOCATION
Field I-LOCATION
, O
and O
is O
situated O
within O
both O
the O
Gindalbie B-LOCATION
and I-LOCATION
Pinjin I-LOCATION
Pastoral I-LOCATION
Leases O
. O

Access O
to O
the O
project O
area O
is O
via O
the O
Yarri O
Road O
from O
Kalgoorlie B-LOCATION
and O
thence O
via O
the O
Carosue B-LOCATION
Dam I-LOCATION
mine O
site O
access O
road O
. O

A O
water O
management O
study O
carried O
out O
by O
Aquaterra O
Consulting O
Pty O
Ltd O
2008a O
evaluated O
the O
costs O
and O
options O
for O
dewatering O
of O
various O
pits O
within O
the O
Companys O
South O
Laverton O
tenements O
, O
including O
the O
Karari B-LOCATION
and O
Luvironza B-LOCATION
pits O
within O
the O
Carosue B-LOCATION
Dam I-LOCATION
project O
area O
, O
and O
determined O
that O
some O
of O
the O
water O
from O
pit O
dewatering O
could O
be O
utilised O
for O
process O
water O
at O
the O
Carosue B-LOCATION
Dam I-LOCATION
gold B-MINERAL
processing O
facility O
. O

C064 O
2001 O
2009A O
Revised O
resource O
estimates O
for O
the O
Whirling B-LOCATION
Dervish I-LOCATION
gold B-ORE_DEPOSIT
deposit I-ORE_DEPOSIT
were O
carried O
out O
by O
Karl O
and O
Dumpleton O
2009 O
and O
Widenbar O
Associates O
2009 O
in O
January O
